Link,Link-href,Description,Date Created,Author,TextField
Daily Margin Tracker (DMT),https://everconnect.foundever.com/everconnect/Article/Article/25312673,All you need to know about this key operational standard.,"Tuesday, February 28, 2023",Dimiter P,null
Live To The MAX With Our MAXPerts,https://everconnect.foundever.com/everconnect/Article/Article/25433051,"Know more about our MAX program, our MAXPerts, and MAX Insiders.","Friday, February 24, 2023",Trisha Mae T,
Walking Management,https://everconnect.foundever.com/everconnect/Article/Article/23871891,"All you need to know about the process, the people involved, the goals and the tools neces...","Thursday, March 2, 2023",Nádia S,null
Associate Advisory | Changes in In-Center Safety Protocols for All Sites in Sitel® Philippines,https://everconnect.foundever.com/everconnect/Article/Article/25732320,"With the consistent decline of COVID-19 cases across our local sites, we will be updating ...","Tuesday, February 28, 2023",Trisha Mae T,
Weekly News Update,https://everconnect.foundever.com/everconnect/Article/Article/25733651,"Read the latest news about our business, competitors, partners and clients.","Friday, February 24, 2023",Kristina S,Competitors
Foundever™ writing style & tone,https://everconnect.foundever.com/everconnect/Article/Article/25324500,This guide contains everything you need to know about writing in the Foundever writing sty...,"Thursday, March 2, 2023",Kim H,In this guide you will find information about using our style and tone as part of the Foundever brand. The guide covers the following topics:
Foundever™ brand narrative,https://everconnect.foundever.com/everconnect/Article/Article/25722317,This guide contains everything you need to know about the Foundever brand narrative.,"Wednesday, March 1, 2023",Benjamin H,In this article we will be covering the following topics:
Sitel® Tarlac is Looking For a Quality Supervisor,https://everconnect.foundever.com/everconnect/Article/Article/25685144,Apply now!,"Monday, February 27, 2023",Rafael C,"Minimum of two years in similar role as people manager, or more than two years of Quality experience demonstrating knowledge of call center operations, goals and processes."
Bogdana Radovanovic from Serbia Won the 2023 Regional CXperts Challenge in the EMEA,https://everconnect.foundever.com/everconnect/Article/Article/25841083,Bogdana moves on to compete in the Global CXperts Challenge to take place in March 2023,"Tuesday, February 28, 2023",Dimiter P,null
How to create an internal job advert,https://everconnect.foundever.com/everconnect/Article/Article/25793238,In this guide we will help explain how to create a successful internal job advert.,"Wednesday, March 1, 2023",Kim H,"In this guide, we'll be covering:"
"MAXLearn: February 27 to March 3, 2023",https://everconnect.foundever.com/everconnect/Article/Article/25854580,Check out these bite-size learning and inspirational content curated by our PH Leadership ...,"Monday, February 27, 2023",Trisha Mae T,null
Christmas Appreciation Letter Contest Winners,https://everconnect.foundever.com/everconnect/Article/Article/25835901,Congratulations to three associates whose messages made us appreciate the real meaning of ...,"Tuesday, February 28, 2023",Trisha Mae T,
Organizational Announcement | Rubina Gealon as Total Rewards Senior Director,https://everconnect.foundever.com/everconnect/Article/Article/25910805,I am pleased to share with you that Rubina Gealon has been promoted from Director to Senio...,"Tuesday, February 28, 2023",Trisha Mae T,"To:  All Sitel® PH Associates
From: Pamela Donato, Vice President for HR – Philippines and China
Date: February 27, 2023
Subject: Organizational Announcement | Rubina Gealon as Total Rewards Senior Director"
Valentine's Day Dress Code Contest Winners,https://everconnect.foundever.com/everconnect/Article/Article/25738442,Congratulations to our winners who made Heart's Day more colorful and meaningful,"Tuesday, February 28, 2023",Trisha Mae T,
Learn How To Embrace Our Differences,https://everconnect.foundever.com/everconnect/Article/Article/25557765,Take the virtual course via MyAcademy and LEARN today,"Tuesday, February 28, 2023",Miragel Jan G,null
MAXConnect User Adoption Report - January 2023,https://everconnect.foundever.com/everconnect/Article/Article/24733030,Know the user adoption rates of each site and campaign in the Philippines.,"Tuesday, February 28, 2023",Rafael C,The user adoption rate (UA) refers to the percentage of associates who accessed MAXConnect (either the Intranet or Communities) in the last 28 days. Our year-end target for 2022 was 60% UA.
Coming Soon: #EmbraceEquity this March,https://everconnect.foundever.com/everconnect/Article/Article/25932781,Stay tuned for our International Women's Month Celebration.,"Tuesday, February 28, 2023",Trisha Mae T,null
Updating the brand at our hub or facility,https://everconnect.foundever.com/everconnect/Article/Article/25920467,In this guide we will be talking through updating the brand at your local hub or facility ...,"Wednesday, March 1, 2023",Benjamin H,null
Onboarding new hires,https://everconnect.foundever.com/everconnect/Article/Article/25921405,In this help guide we will be telling you how to onboard new hires.,"Wednesday, March 1, 2023",Benjamin H,null
How to create a communications campaign,https://everconnect.foundever.com/everconnect/Article/Article/25864178,"In this guide, we'll discuss how you can create an effective communication campaign of any...","Wednesday, March 1, 2023",Benjamin H,"In this article, we will explore the key components of a successful communication campaign, including:"
Using the Foundever™ PowerPoint template,https://everconnect.foundever.com/everconnect/Article/Article/25950341,In this guide we will share tips on how to get the most out of the corporate powerpoint te...,"Wednesday, March 1, 2023",Kim H,"In this article, we will explore the importance of using the new Foundever PowerPoint template to ensure good quality in your decks and presentations; you'll find information on the following:"
Employee value proposition,https://everconnect.foundever.com/everconnect/Article/Article/25970712,"At Foundever, we believe that small moments can have a big impact on our work experiences,...","Wednesday, March 1, 2023",Kim H,null
"Sitel® Philippines Donates Over 8,000 Books to Nationwide Library Program",https://everconnect.foundever.com/everconnect/Article/Article/25498038,Our Leadership Team recently turned over the donated books from our Big MAX Book Drive to ...,"Wednesday, March 1, 2023",Trisha Mae T,null
Change my signature,https://everconnect.foundever.com/everconnect/Article/Article/25439337,Setting your signature & signature art is easy; follow our guide.,"Thursday, March 2, 2023",Kim H,"Overall, email signature branding is an essential aspect of your overall branding strategy, and it can help reinforce your brand identity, professionalism, and marketing efforts."
Update my Microsoft Teams background,https://everconnect.foundever.com/everconnect/Article/Article/25788403,"In this guide, we'll show you how to update your Microsoft Teams background and provide yo...","Wednesday, March 1, 2023",Benjamin H,null
Creating content on EverConnect,https://everconnect.foundever.com/everconnect/Article/Article/25792533,"EverConnect is our internal communication tool; when we create content, we must follow the...","Wednesday, March 1, 2023",Kim H,Your content should follow a set look and feel to ensure a consistent look and feel in all areas of our business and make it simple for our associates to connect easily to your message.
Updating my LinkedIn Banner,https://everconnect.foundever.com/everconnect/Article/Article/25943540,Banner artwork on LinkedIn will help to signify your relationship with Foundever™ here; yo...,"Thursday, March 2, 2023",Benjamin H,"In this guide, you will find information on the following:"
New Brand Launch FAQs,https://everconnect.foundever.com/everconnect/Article/Article/25563274,New brand,"Wednesday, March 1, 2023",Amine A,"Simple is rarely easy, we bring you answers to your questions. If you have more questions, please tell us here."
Global IT Asset Management Policy,https://everconnect.foundever.com/everconnect/Article/Article/26026925,Global IT Asset Management Policy,"Wednesday, March 1, 2023",Jayendra T,null
Find the Foundever™ Promo,https://everconnect.foundever.com/everconnect/Article/Article/25499790,"Test your familiarity with our new brand and get a chance to win up to Php1,000 worth of e...","Wednesday, March 1, 2023",Rafael C,"Are your eyes ever sharp? Can you spot the Foundever™ logo in an ever chaotic environment? As we celebrate the launch of our new brand, let's test your familiarity with our new logo and get a chance to win up to Php1,000 worth of e-GCs!"
IMPORTANT REMINDER: USB Use Not Permitted,https://everconnect.foundever.com/everconnect/Article/Article/26082601,Please read this important reminder about the USB usage restrictions and alternative tools...,"Wednesday, March 1, 2023",Cheri B,"For sharing files between internal users, please use OneDrive ensuring that access is granted only to the users intended. If you don't have access to OneDrive, please request it via the ITSMC ticketing system under Applications (Global). For sharing large files with external entities, please use FileCloud. Access to FileCloud can also be requested via ITSMC under Enterprise File Transfers."
